unitid,opeid,label,year,academic_year,fall_enrollment_auditor,actual_student_housing_occupancy,denominator_type,source_table,printed_page,pdf_page,source_url,source_agency,source_report,geographic_match_status,geography_warning,time_warning,numerator_warning,capacity_used
110662,00131500,UCLA,2023,2023-24,46678,23680,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110662,00131500,UCLA,2024,2024-25,47335,24202,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
445188,04127100,UC Merced,2022,2022-23,9103,4086,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
445188,04127100,UC Merced,2023,2023-24,9147,4179,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
445188,04127100,UC Merced,2024,2024-25,9110,4077,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110671,00131600,UC Riverside,2022,2022-23,26809,8493,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110671,00131600,UC Riverside,2023,2023-24,26426,8428,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110671,00131600,UC Riverside,2024,2024-25,26384,8465,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110680,00131700,UC San Diego,2022,2022-23,42006,17906,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110680,00131700,UC San Diego,2023,2023-24,42376,18906,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110680,00131700,UC San Diego,2024,2024-25,44256,21907,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110699,00131900,UC San Francisco,2022,2022-23,3140,738,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110699,00131900,UC San Francisco,2023,2023-24,3126,754,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110699,00131900,UC San Francisco,2024,2024-25,3007,832,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110705,00132000,UC Santa Barbara,2022,2022-23,26420,10221,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110705,00132000,UC Santa Barbara,2023,2023-24,26068,10128,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110705,00132000,UC Santa Barbara,2024,2024-25,26133,10286,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110714,00132100,UC Santa Cruz,2022,2022-23,19478,9168,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110714,00132100,UC Santa Cruz,2023,2023-24,19764,9313,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
110714,00132100,UC Santa Cruz,2024,2024-25,19938,8888,actual enrolled-student housing occupancy,A.1,57,63,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
122409,00115100,San Diego State,2022,2022-23,36637,7919,actual enrolled-student housing occupancy,A.2,59,65,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
122409,00115100,San Diego State,2023,2023-24,37538,8100,actual enrolled-student housing occupancy,A.2,59,65,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
122409,00115100,San Diego State,2024,2024-25,39373,8367,actual enrolled-student housing occupancy,A.2,59,65,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf,California State Auditor,2024-111 (October 2025),approximate_unverified,Auditor campus-housing inventory has not been matched property by property to Clery on-campus student-housing boundaries or branch campuses.,Fall/academic-year occupancy snapshot; not annual resident person-time.,Clery residential counts are reported offenses on covered housing property; victims need not be enrolled residents.,False
