report_edition,report_year,institution_unitid,campus_id,campus,category,category_label,family,geography,count,raw_value,status,pdf_page,printed_page,source_line,source_url,source_sha256,source_reported_total,source_unfounded,source_note
2026,2024,234076,234076001,Charlottesville,negligent_manslaughter,negligent manslaughter,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,26,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,negligent_manslaughter,negligent manslaughter,criminal_offenses,residential,0,0,reported_numeric,113,106,26,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,negligent_manslaughter,negligent manslaughter,criminal_offenses,oncampus,0,0,reported_numeric,113,106,26,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,negligent_manslaughter,negligent manslaughter,criminal_offenses,noncampus,0,0,reported_numeric,113,106,26,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,negligent_manslaughter,negligent manslaughter,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,26,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,rape,rape,criminal_offenses,residential,24,24,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,32,2,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,rape,rape,criminal_offenses,oncampus,29,29,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,32,2,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,rape,rape,criminal_offenses,noncampus,3,3,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,32,2,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,rape,rape,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,32,2,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,rape,rape,criminal_offenses,residential,17,17,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,19,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,rape,rape,criminal_offenses,oncampus,19,19,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,19,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,rape,rape,criminal_offenses,noncampus,0,0,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,19,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,rape,rape,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,19,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,rape,rape,criminal_offenses,residential,12,12,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,20,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,rape,rape,criminal_offenses,oncampus,17,17,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,20,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,rape,rape,criminal_offenses,noncampus,3,3,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,20,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,rape,rape,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,28,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,20,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,residential,1,1,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,29,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,oncampus,28,28,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,29,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,noncampus,0,0,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,29,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,publicproperty,1,1,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,29,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,residential,2,2,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,64,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,oncampus,62,62,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,64,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,noncampus,1,1,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,64,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,publicproperty,1,1,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,64,1,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,residential,1,1,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,23,2,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,oncampus,18,18,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,23,2,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,noncampus,5,5,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,23,2,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,fondling,fondling,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,31,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,23,2,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,incest,incest,criminal_offenses,residential,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,incest,incest,criminal_offenses,oncampus,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,incest,incest,criminal_offenses,noncampus,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,incest,incest,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,incest,incest,criminal_offenses,residential,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,incest,incest,criminal_offenses,oncampus,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,incest,incest,criminal_offenses,noncampus,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2024,234076,234076001,Charlottesville,incest,incest,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,incest,incest,criminal_offenses,residential,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,incest,incest,criminal_offenses,oncampus,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,incest,incest,criminal_offenses,noncampus,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2023,234076,234076001,Charlottesville,incest,incest,criminal_offenses,publicproperty,0,0,reported_numeric,113,106,34,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,statutory_rape,statutory rape,criminal_offenses,residential,0,0,reported_numeric,113,106,37,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,statutory_rape,statutory rape,criminal_offenses,oncampus,0,0,reported_numeric,113,106,37,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
2026,2025,234076,234076001,Charlottesville,statutory_rape,statutory rape,criminal_offenses,noncampus,0,0,reported_numeric,113,106,37,https://cleryact.virginia.edu/sites/cleryact/files/2026-09/UVA_Annual_Fire_Safety_Security_Report_2026_FINAL.pdf#page=113,a8f39155d2dec776fd6690ee92813a47ecac10836169ad7a80f2faff07f34641,0,0,"Original official PDF independently extracted and visually checked. Explicit branch-geography notes establish dashes as inapplicable, not observed zero."
